Time,SrcIP,SrcPort,DstIP,DstPort,PacketSIZE,Session_id,vendor
2018-01-01 05:00:41,13.228.14.18,4873,192.168.0.85,16227,58,36351,Home_camera
2018-01-01 05:15:20,192.168.0.85,2993,13.228.14.18,2094,47,40834,Home_camera
2018-01-01 05:15:21,13.228.14.18,2094,192.168.0.85,2993,48,40834,Home_camera
2018-01-01 05:30:33,192.168.0.85,14509,13.228.14.18,4627,43,1366,Home_camera
2018-01-01 05:30:34,13.228.14.18,4627,192.168.0.85,14509,45,1366,Home_camera
2018-01-01 05:45:50,192.168.0.85,33478,13.228.14.18,3076,59,59089,Home_camera
2018-01-01 05:45:51,13.228.14.18,3076,192.168.0.85,33478,53,59089,Home_camera
2018-01-01 06:00:46,192.168.0.85,16061,13.228.14.18,1184,50,43257,Home_camera
2018-01-01 06:00:47,13.228.14.18,1184,192.168.0.85,16061,51,43257,Home_camera
2018-01-01 06:15:37,192.168.0.85,6671,13.228.14.18,3861,55,61460,Home_camera
2018-01-01 06:15:38,13.228.14.18,3861,192.168.0.85,6671,51,61460,Home_camera
2018-01-01 06:30:41,192.168.0.85,20405,13.228.14.18,4690,53,54646,Home_camera
2018-01-01 06:30:42,13.228.14.18,4690,192.168.0.85,20405,56,54646,Home_camera
2018-01-01 06:45:52,192.168.0.85,42569,13.228.14.18,4328,48,24336,Home_camera
2018-01-01 06:45:53,13.228.14.18,4328,192.168.0.85,42569,49,24336,Home_camera
2018-01-01 07:00:13,192.168.0.85,418,13.228.14.18,3848,57,55866,Home_camera
2018-01-01 07:00:14,13.228.14.18,3848,192.168.0.85,418,50,55866,Home_camera
2018-01-01 07:15:25,192.168.0.85,49249,13.228.14.18,3978,50,192,Home_camera
2018-01-01 07:15:26,13.228.14.18,3978,192.168.0.85,49249,49,192,Home_camera
2018-01-01 07:30:18,192.168.0.85,14690,13.228.14.18,3967,55,61182,Home_camera
2018-01-01 07:30:19,13.228.14.18,3967,192.168.0.85,14690,55,61182,Home_camera
2018-01-01 07:45:50,192.168.0.85,37473,13.228.14.18,1193,52,3605,Home_camera
2018-01-01 07:45:51,13.228.14.18,1193,192.168.0.85,37473,56,3605,Home_camera
2018-01-01 08:00:07,192.168.0.85,53751,13.228.14.18,917,56,47313,Home_camera
2018-01-01 08:00:08,13.228.14.18,917,192.168.0.85,53751,45,47313,Home_camera
2018-01-01 08:15:25,192.168.0.85,1962,13.228.14.18,1802,50,11147,Home_camera
2018-01-01 08:15:26,13.228.14.18,1802,192.168.0.85,1962,51,11147,Home_camera
2018-01-01 08:30:29,192.168.0.85,48965,13.228.14.18,2093,52,1575,Home_camera
2018-01-01 08:30:30,13.228.14.18,2093,192.168.0.85,48965,49,1575,Home_camera
2018-01-01 08:45:43,192.168.0.85,46291,13.228.14.18,197,51,63809,Home_camera
2018-01-01 08:45:44,13.228.14.18,197,192.168.0.85,46291,47,63809,Home_camera
2018-01-01 09:00:02,192.168.0.85,11980,13.228.14.18,3065,46,28325,Home_camera
2018-01-01 09:00:03,13.228.14.18,3065,192.168.0.85,11980,46,28325,Home_camera
2018-01-01 09:15:41,192.168.0.85,12854,13.228.14.18,1970,47,34593,Home_camera
2018-01-01 09:15:42,13.228.14.18,1970,192.168.0.85,12854,55,34593,Home_camera
2018-01-01 09:30:09,192.168.0.85,48033,13.228.14.18,2417,56,10079,Home_camera
2018-01-01 09:30:10,13.228.14.18,2417,192.168.0.85,48033,51,10079,Home_camera
2018-01-01 09:45:48,192.168.0.85,18662,13.228.14.18,4982,57,57880,Home_camera
2018-01-01 09:45:49,13.228.14.18,4982,192.168.0.85,18662,47,57880,Home_camera
2018-01-01 10:00:16,192.168.0.85,33969,13.228.14.18,3685,51,4392,Home_camera
2018-01-01 10:00:17,13.228.14.18,3685,192.168.0.85,33969,54,4392,Home_camera
2018-01-01 10:15:29,192.168.0.85,55671,13.228.14.18,3444,53,50287,Home_camera
2018-01-01 10:15:30,13.228.14.18,3444,192.168.0.85,55671,43,50287,Home_camera
2018-01-01 10:30:11,192.168.0.85,62067,13.228.14.18,689,45,59419,Home_camera
2018-01-01 10:30:12,13.228.14.18,689,192.168.0.85,62067,48,59419,Home_camera
2018-01-01 10:45:26,192.168.0.85,29538,13.228.14.18,313,56,22157,Home_camera
2018-01-01 10:45:27,13.228.14.18,313,192.168.0.85,29538,51,22157,Home_camera
2018-01-01 11:00:24,192.168.0.85,59454,13.228.14.18,4350,40,64011,Home_camera
2018-01-01 11:00:25,13.228.14.18,4350,192.168.0.85,59454,47,64011,Home_camera
2018-01-01 11:15:23,192.168.0.85,25427,13.228.14.18,4904,50,56096,Home_camera
2018-01-01 11:15:24,13.228.14.18,4904,192.168.0.85,25427,57,56096,Home_camera
2018-01-01 11:30:14,192.168.0.85,46181,13.228.14.18,3559,48,26327,Home_camera
2018-01-01 11:30:15,13.228.14.18,3559,192.168.0.85,46181,53,26327,Home_camera
2018-01-01 11:45:11,192.168.0.85,43782,13.228.14.18,4772,52,2998,Home_camera
2018-01-01 11:45:12,13.228.14.18,4772,192.168.0.85,43782,49,2998,Home_camera
2018-01-01 12:00:31,192.168.0.85,56007,13.228.14.18,180,46,35657,Home_camera
2018-01-01 12:00:32,13.228.14.18,180,192.168.0.85,56007,49,35657,Home_camera
2018-01-01 12:15:11,192.168.0.85,60831,13.228.14.18,4221,51,22839,Home_camera
2018-01-01 12:15:12,13.228.14.18,4221,192.168.0.85,60831,44,22839,Home_camera
2018-01-01 12:30:37,192.168.0.85,4037,13.228.14.18,4666,48,8374,Home_camera
2018-01-01 12:30:38,13.228.14.18,4666,192.168.0.85,4037,51,8374,Home_camera
2018-01-01 12:45:32,192.168.0.85,13147,13.228.14.18,4271,52,43358,Home_camera
2018-01-01 12:45:33,13.228.14.18,4271,192.168.0.85,13147,53,43358,Home_camera
2018-01-01 13:00:36,192.168.0.85,11285,13.228.14.18,3964,45,35471,Home_camera
2018-01-01 13:00:37,13.228.14.18,3964,192.168.0.85,11285,58,35471,Home_camera
2018-01-01 13:15:28,192.168.0.85,32881,13.228.14.18,3765,53,36813,Home_camera
2018-01-01 13:15:29,13.228.14.18,3765,192.168.0.85,32881,46,36813,Home_camera
2018-01-01 13:30:02,192.168.0.85,31286,13.228.14.18,3047,51,6916,Home_camera
2018-01-01 13:30:03,13.228.14.18,3047,192.168.0.85,31286,42,6916,Home_camera
2018-01-01 13:45:16,192.168.0.85,11149,13.228.14.18,267,42,38790,Home_camera
2018-01-01 13:45:17,13.228.14.18,267,192.168.0.85,11149,50,38790,Home_camera
2018-01-01 14:00:16,192.168.0.85,59928,13.228.14.18,2886,46,48299,Home_camera
2018-01-01 14:00:17,13.228.14.18,2886,192.168.0.85,59928,53,48299,Home_camera
2018-01-01 14:15:38,192.168.0.85,64967,13.228.14.18,975,54,19811,Home_camera
2018-01-01 14:15:39,13.228.14.18,975,192.168.0.85,64967,47,19811,Home_camera
2018-01-01 14:30:48,192.168.0.85,55960,13.228.14.18,922,52,58645,Home_camera
2018-01-01 14:30:49,13.228.14.18,922,192.168.0.85,55960,47,58645,Home_camera
2018-01-01 14:45:02,192.168.0.85,602,13.228.14.18,3951,47,40813,Home_camera
2018-01-01 14:45:03,13.228.14.18,3951,192.168.0.85,602,46,40813,Home_camera
2018-01-01 14:56:57,132.214.243.180,9010,192.168.0.85,9565,47,33822,Home_camera
2018-01-01 14:56:58,192.168.0.85,9565,132.214.243.180,9010,41,33822,Home_camera
2018-01-01 14:56:59,132.214.243.180,9010,192.168.0.85,9565,126,33822,Home_camera
2018-01-01 14:57:00,132.214.243.180,9010,192.168.0.85,9565,126,33822,Home_camera
2018-01-01 14:57:01,192.168.0.85,9565,132.214.243.180,9010,252,33822,Home_camera
2018-01-01 14:57:02,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:03,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:04,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:05,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:06,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:07,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:08,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:09,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:10,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 14:57:11,192.168.0.85,4551,152.12.213.212,9020,501,33822,Home_camera
2018-01-01 15:00:59,192.168.0.85,50113,13.228.14.18,4150,48,17164,Home_camera
2018-01-01 15:01:00,13.228.14.18,4150,192.168.0.85,50113,59,17164,Home_camera
2018-01-01 15:12:24,132.214.243.180,9010,192.168.0.85,9565,47,57700,Home_camera
2018-01-01 15:12:25,192.168.0.85,9565,132.214.243.180,9010,41,57700,Home_camera
2018-01-01 15:12:26,132.214.243.180,9010,192.168.0.85,9565,126,57700,Home_camera
2018-01-01 15:12:27,132.214.243.180,9010,192.168.0.85,9565,126,57700,Home_camera
2018-01-01 15:12:28,192.168.0.85,9565,132.214.243.180,9010,252,57700,Home_camera
2018-01-01 15:12:29,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:30,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:31,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:32,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:33,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:34,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:35,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:36,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:37,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:12:38,192.168.0.85,4551,152.12.213.212,9020,501,57700,Home_camera
2018-01-01 15:15:17,192.168.0.85,9078,13.228.14.18,4976,55,36628,Home_camera
2018-01-01 15:15:18,13.228.14.18,4976,192.168.0.85,9078,44,36628,Home_camera
2018-01-01 15:30:20,192.168.0.85,28002,13.228.14.18,906,50,23830,Home_camera
2018-01-01 15:30:21,13.228.14.18,906,192.168.0.85,28002,55,23830,Home_camera
2018-01-01 15:45:41,192.168.0.85,21585,13.228.14.18,951,47,43096,Home_camera
2018-01-01 15:45:42,13.228.14.18,951,192.168.0.85,21585,50,43096,Home_camera
2018-01-01 16:00:34,192.168.0.85,41619,13.228.14.18,823,53,28133,Home_camera
2018-01-01 16:00:35,13.228.14.18,823,192.168.0.85,41619,50,28133,Home_camera
2018-01-01 16:15:47,192.168.0.85,31976,13.228.14.18,4302,53,19389,Home_camera
2018-01-01 16:15:48,13.228.14.18,4302,192.168.0.85,31976,52,19389,Home_camera
2018-01-01 16:24:49,132.214.243.180,9010,192.168.0.85,9565,47,52272,Home_camera
2018-01-01 16:24:50,192.168.0.85,9565,132.214.243.180,9010,41,52272,Home_camera
2018-01-01 16:24:51,132.214.243.180,9010,192.168.0.85,9565,126,52272,Home_camera
2018-01-01 16:24:52,132.214.243.180,9010,192.168.0.85,9565,126,52272,Home_camera
2018-01-01 16:24:53,192.168.0.85,9565,132.214.243.180,9010,252,52272,Home_camera
2018-01-01 16:24:54,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:24:55,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:24:56,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:24:57,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:24:58,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:24:59,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:25:00,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:25:01,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:25:02,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:25:03,192.168.0.85,4551,152.12.213.212,9020,501,52272,Home_camera
2018-01-01 16:30:42,192.168.0.85,46164,13.228.14.18,463,47,54329,Home_camera
2018-01-01 16:30:43,13.228.14.18,463,192.168.0.85,46164,52,54329,Home_camera
2018-01-01 16:31:55,132.214.243.180,9010,192.168.0.85,9565,47,56371,Home_camera
2018-01-01 16:31:56,192.168.0.85,9565,132.214.243.180,9010,41,56371,Home_camera
2018-01-01 16:31:57,132.214.243.180,9010,192.168.0.85,9565,126,56371,Home_camera
2018-01-01 16:31:58,132.214.243.180,9010,192.168.0.85,9565,126,56371,Home_camera
2018-01-01 16:31:59,192.168.0.85,9565,132.214.243.180,9010,252,56371,Home_camera
2018-01-01 16:32:00,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:01,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:02,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:03,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:04,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:05,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:06,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:07,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:08,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:32:09,192.168.0.85,4551,152.12.213.212,9020,501,56371,Home_camera
2018-01-01 16:45:04,192.168.0.85,62254,13.228.14.18,2993,52,2291,Home_camera
2018-01-01 16:45:05,13.228.14.18,2993,192.168.0.85,62254,53,2291,Home_camera
2018-01-01 17:00:55,192.168.0.85,52722,13.228.14.18,432,47,61612,Home_camera
2018-01-01 17:00:56,13.228.14.18,432,192.168.0.85,52722,48,61612,Home_camera
2018-01-01 17:15:21,192.168.0.85,54569,13.228.14.18,3987,50,55810,Home_camera
2018-01-01 17:15:22,13.228.14.18,3987,192.168.0.85,54569,46,55810,Home_camera
2018-01-01 17:30:04,192.168.0.85,61334,13.228.14.18,1554,53,20853,Home_camera
2018-01-01 17:30:05,13.228.14.18,1554,192.168.0.85,61334,52,20853,Home_camera
2018-01-01 17:45:52,192.168.0.85,63597,13.228.14.18,2023,47,16009,Home_camera
2018-01-01 17:45:53,13.228.14.18,2023,192.168.0.85,63597,57,16009,Home_camera
2018-01-01 18:00:36,192.168.0.85,37526,13.228.14.18,2383,55,32189,Home_camera
2018-01-01 18:00:37,13.228.14.18,2383,192.168.0.85,37526,51,32189,Home_camera
2018-01-01 18:15:50,192.168.0.85,612,13.228.14.18,1664,45,40322,Home_camera
2018-01-01 18:15:51,13.228.14.18,1664,192.168.0.85,612,59,40322,Home_camera
2018-01-01 18:30:53,192.168.0.85,60661,13.228.14.18,2429,45,64944,Home_camera
2018-01-01 18:30:54,13.228.14.18,2429,192.168.0.85,60661,49,64944,Home_camera
2018-01-01 18:45:33,192.168.0.85,23565,13.228.14.18,1331,45,37708,Home_camera
2018-01-01 18:45:34,13.228.14.18,1331,192.168.0.85,23565,48,37708,Home_camera
2018-01-01 19:00:58,192.168.0.85,30313,13.228.14.18,4800,45,58604,Home_camera
2018-01-01 19:00:59,13.228.14.18,4800,192.168.0.85,30313,49,58604,Home_camera
2018-01-01 19:15:54,192.168.0.85,43892,13.228.14.18,4201,50,55304,Home_camera
2018-01-01 19:15:55,13.228.14.18,4201,192.168.0.85,43892,50,55304,Home_camera
2018-01-01 19:30:48,192.168.0.85,48110,13.228.14.18,4829,58,24837,Home_camera
2018-01-01 19:30:49,13.228.14.18,4829,192.168.0.85,48110,49,24837,Home_camera
2018-01-01 19:45:41,192.168.0.85,49205,13.228.14.18,529,51,34067,Home_camera
2018-01-01 19:45:42,13.228.14.18,529,192.168.0.85,49205,49,34067,Home_camera
2018-01-01 20:00:16,192.168.0.85,52052,13.228.14.18,2931,51,2540,Home_camera
2018-01-01 20:00:17,13.228.14.18,2931,192.168.0.85,52052,55,2540,Home_camera
2018-01-01 20:15:45,192.168.0.85,63889,13.228.14.18,2600,54,16959,Home_camera
2018-01-01 20:15:46,13.228.14.18,2600,192.168.0.85,63889,45,16959,Home_camera
2018-01-01 20:30:14,192.168.0.85,27980,13.228.14.18,4377,49,8355,Home_camera
2018-01-01 20:30:15,13.228.14.18,4377,192.168.0.85,27980,50,8355,Home_camera
2018-01-01 20:45:05,192.168.0.85,51309,13.228.14.18,920,50,598,Home_camera
2018-01-01 20:45:06,13.228.14.18,920,192.168.0.85,51309,45,598,Home_camera
2018-01-01 21:00:19,192.168.0.85,8508,13.228.14.18,1459,60,3964,Home_camera
2018-01-01 21:00:20,13.228.14.18,1459,192.168.0.85,8508,52,3964,Home_camera
2018-01-01 21:15:36,192.168.0.85,41465,13.228.14.18,727,48,27637,Home_camera
2018-01-01 21:15:37,13.228.14.18,727,192.168.0.85,41465,47,27637,Home_camera
2018-01-01 21:30:57,192.168.0.85,4884,13.228.14.18,4544,50,31525,Home_camera
2018-01-01 21:30:58,13.228.14.18,4544,192.168.0.85,4884,50,31525,Home_camera
2018-01-01 21:45:58,192.168.0.85,47943,13.228.14.18,1412,52,51144,Home_camera
2018-01-01 21:45:59,13.228.14.18,1412,192.168.0.85,47943,42,51144,Home_camera
2018-01-01 22:00:13,192.168.0.85,23859,13.228.14.18,3514,45,19028,Home_camera
2018-01-01 22:00:14,13.228.14.18,3514,192.168.0.85,23859,52,19028,Home_camera
2018-01-01 22:15:48,192.168.0.85,50025,13.228.14.18,3361,50,49415,Home_camera
2018-01-01 22:15:49,13.228.14.18,3361,192.168.0.85,50025,49,49415,Home_camera
2018-01-01 22:30:36,192.168.0.85,1447,13.228.14.18,4771,49,36589,Home_camera
2018-01-01 22:30:37,13.228.14.18,4771,192.168.0.85,1447,50,36589,Home_camera
2018-01-01 22:45:12,192.168.0.85,11066,13.228.14.18,4797,47,15514,Home_camera
2018-01-01 22:45:13,13.228.14.18,4797,192.168.0.85,11066,52,15514,Home_camera
2018-01-01 23:00:08,192.168.0.85,41296,13.228.14.18,547,50,13352,Home_camera
2018-01-01 23:00:09,13.228.14.18,547,192.168.0.85,41296,55,13352,Home_camera
2018-01-01 23:15:51,192.168.0.85,58812,13.228.14.18,1420,44,36657,Home_camera
2018-01-01 23:15:52,13.228.14.18,1420,192.168.0.85,58812,55,36657,Home_camera
2018-01-01 23:30:55,192.168.0.85,54248,13.228.14.18,2464,53,15888,Home_camera
2018-01-01 23:30:56,13.228.14.18,2464,192.168.0.85,54248,44,15888,Home_camera
2018-01-01 23:45:30,192.168.0.85,10039,13.228.14.18,4754,49,51461,Home_camera
2018-01-01 23:45:31,13.228.14.18,4754,192.168.0.85,10039,51,51461,Home_camera
2018-01-02 00:00:07,192.168.0.85,53794,13.228.14.18,136,46,54081,Home_camera
2018-01-02 00:00:08,13.228.14.18,136,192.168.0.85,53794,45,54081,Home_camera
2018-01-02 00:15:12,192.168.0.85,65478,13.228.14.18,1103,47,5379,Home_camera
2018-01-02 00:15:13,13.228.14.18,1103,192.168.0.85,65478,56,5379,Home_camera
2018-01-02 00:30:26,192.168.0.85,60462,13.228.14.18,4398,54,55692,Home_camera
2018-01-02 00:30:27,13.228.14.18,4398,192.168.0.85,60462,48,55692,Home_camera
2018-01-02 00:45:45,192.168.0.85,7046,13.228.14.18,3636,48,19194,Home_camera
2018-01-02 00:45:46,13.228.14.18,3636,192.168.0.85,7046,56,19194,Home_camera
2018-01-02 01:00:42,192.168.0.85,10082,13.228.14.18,3182,51,490,Home_camera
2018-01-02 01:00:43,13.228.14.18,3182,192.168.0.85,10082,46,490,Home_camera
2018-01-02 01:15:54,192.168.0.85,30718,13.228.14.18,204,51,22942,Home_camera
2018-01-02 01:15:55,13.228.14.18,204,192.168.0.85,30718,55,22942,Home_camera
2018-01-02 01:30:56,192.168.0.85,9097,13.228.14.18,3748,52,55708,Home_camera
2018-01-02 01:30:57,13.228.14.18,3748,192.168.0.85,9097,47,55708,Home_camera
2018-01-02 01:45:04,192.168.0.85,55557,13.228.14.18,3701,51,12130,Home_camera
2018-01-02 01:45:05,13.228.14.18,3701,192.168.0.85,55557,47,12130,Home_camera
2018-01-02 02:00:17,192.168.0.85,22738,13.228.14.18,4364,47,15375,Home_camera
2018-01-02 02:00:18,13.228.14.18,4364,192.168.0.85,22738,46,15375,Home_camera
2018-01-02 02:15:12,192.168.0.85,38141,13.228.14.18,1055,51,13575,Home_camera
2018-01-02 02:15:13,13.228.14.18,1055,192.168.0.85,38141,53,13575,Home_camera
2018-01-02 02:30:47,192.168.0.85,38418,13.228.14.18,1709,48,30434,Home_camera
2018-01-02 02:30:48,13.228.14.18,1709,192.168.0.85,38418,45,30434,Home_camera
2018-01-02 02:45:26,192.168.0.85,35318,13.228.14.18,4314,41,21069,Home_camera
2018-01-02 02:45:27,13.228.14.18,4314,192.168.0.85,35318,52,21069,Home_camera
2018-01-02 03:00:39,192.168.0.85,27988,13.228.14.18,4221,52,31638,Home_camera
2018-01-02 03:00:40,13.228.14.18,4221,192.168.0.85,27988,53,31638,Home_camera
2018-01-02 03:15:38,192.168.0.85,20414,13.228.14.18,2271,53,37275,Home_camera
2018-01-02 03:15:39,13.228.14.18,2271,192.168.0.85,20414,56,37275,Home_camera
2018-01-02 03:30:55,192.168.0.85,57827,13.228.14.18,2221,54,29373,Home_camera
2018-01-02 03:30:56,13.228.14.18,2221,192.168.0.85,57827,52,29373,Home_camera
2018-01-02 03:45:01,192.168.0.85,24524,13.228.14.18,428,49,56690,Home_camera
2018-01-02 03:45:02,13.228.14.18,428,192.168.0.85,24524,52,56690,Home_camera
2018-01-02 04:00:42,192.168.0.85,12513,13.228.14.18,1635,54,12481,Home_camera
2018-01-02 04:00:43,13.228.14.18,1635,192.168.0.85,12513,54,12481,Home_camera
2018-01-02 04:15:38,192.168.0.85,4730,13.228.14.18,4540,49,17811,Home_camera
2018-01-02 04:15:39,13.228.14.18,4540,192.168.0.85,4730,49,17811,Home_camera
2018-01-02 04:30:13,192.168.0.85,156,13.228.14.18,2611,50,45979,Home_camera
2018-01-02 04:30:14,13.228.14.18,2611,192.168.0.85,156,49,45979,Home_camera
2018-01-02 04:45:53,192.168.0.85,48331,13.228.14.18,1681,51,37316,Home_camera
2018-01-02 04:45:54,13.228.14.18,1681,192.168.0.85,48331,54,37316,Home_camera
2018-01-02 05:00:52,192.168.0.85,6248,13.228.14.18,3726,49,26322,Home_camera
2018-01-02 05:00:53,13.228.14.18,3726,192.168.0.85,6248,49,26322,Home_camera
2018-01-02 05:15:10,192.168.0.85,64671,13.228.14.18,3860,49,48238,Home_camera
2018-01-02 05:15:11,13.228.14.18,3860,192.168.0.85,64671,48,48238,Home_camera
2018-01-02 05:15:12,13.228.14.18,3860,192.168.0.85,64671,1013,48238,Home_camera
2018-01-02 05:15:13,13.228.14.18,3860,192.168.0.85,64671,1013,48238,Home_camera
2018-01-02 05:15:14,13.228.14.18,3860,192.168.0.85,64671,1013,48238,Home_camera
2018-01-02 05:15:15,13.228.14.18,3860,192.168.0.85,64671,1013,48238,Home_camera
2018-01-02 05:15:16,13.228.14.18,3860,192.168.0.85,64671,1013,48238,Home_camera
2018-01-02 05:15:17,13.228.14.18,3860,192.168.0.85,64671,1013,48238,Home_camera
2018-01-02 05:15:18,13.228.14.18,3860,192.168.0.85,64671,1013,48238,Home_camera
2018-01-02 05:30:47,192.168.0.85,56039,13.228.14.18,4950,47,34225,Home_camera
