Time,SrcIP,SrcPort,DstIP,DstPort,Protocol,PacketSIZE,Session_id,vendor,service_name,version
2018-01-09 07:19:51,52.95.252.96,300,74-2E-FC-6U-O4-BW,42799,TCP,150,683,SK_NUGU,s_weather_check,0
2018-01-09 07:19:52,52.95.252.96,300,74-2E-FC-6U-O4-BW,42799,TCP,150,683,SK_NUGU,s_weather_check,0
2018-01-10 07:19:12,74-2E-FC-6U-O4-BW,30376,52.95.252.230,300,TCP,80,32456,SK_NUGU,s_weather_check,0
2018-01-10 07:19:13,52.95.252.230,300,74-2E-FC-6U-O4-BW,30376,TCP,80,32456,SK_NUGU,s_weather_check,0
2018-01-10 07:19:14,74-2E-FC-6U-O4-BW,30376,52.95.252.230,300,TCP,80,32456,SK_NUGU,s_weather_check,0
2018-01-10 07:19:15,52.95.252.230,300,74-2E-FC-6U-O4-BW,30376,TCP,150,32456,SK_NUGU,s_weather_check,0
2018-01-10 07:19:16,52.95.252.230,300,74-2E-FC-6U-O4-BW,30376,TCP,150,32456,SK_NUGU,s_weather_check,0
2018-01-11 07:19:47,74-2E-FC-6U-O4-BW,41020,52.95.252.68,300,TCP,80,76040,SK_NUGU,s_weather_check,0
2018-01-11 07:19:48,52.95.252.68,300,74-2E-FC-6U-O4-BW,41020,TCP,80,76040,SK_NUGU,s_weather_check,0
2018-01-11 07:19:49,74-2E-FC-6U-O4-BW,41020,52.95.252.68,300,TCP,80,76040,SK_NUGU,s_weather_check,0
2018-01-11 07:19:50,52.95.252.68,300,74-2E-FC-6U-O4-BW,41020,TCP,150,76040,SK_NUGU,s_weather_check,0
2018-01-11 07:19:51,52.95.252.68,300,74-2E-FC-6U-O4-BW,41020,TCP,150,76040,SK_NUGU,s_weather_check,0
2018-01-12 07:19:26,74-2E-FC-6U-O4-BW,40042,52.95.252.180,300,TCP,80,82275,SK_NUGU,s_weather_check,0
2018-01-12 07:19:27,52.95.252.180,300,74-2E-FC-6U-O4-BW,40042,TCP,80,82275,SK_NUGU,s_weather_check,0
2018-01-12 07:19:28,74-2E-FC-6U-O4-BW,40042,52.95.252.180,300,TCP,80,82275,SK_NUGU,s_weather_check,0
2018-01-12 07:19:29,52.95.252.180,300,74-2E-FC-6U-O4-BW,40042,TCP,150,82275,SK_NUGU,s_weather_check,0
2018-01-12 07:19:30,52.95.252.180,300,74-2E-FC-6U-O4-BW,40042,TCP,150,82275,SK_NUGU,s_weather_check,0
